"x","y","ID"
-1.65846430902056,1.06367064091525,"CC-90_UL_1"
-1.65846430902056,1.06079031873353,"CC-90_UL_1"
-1.66240496404946,1.05790999655182,"CC-90_UL_1"
-1.66240496404946,1.0550296743701,"CC-90_UL_1"
-1.66634561907836,1.05214935218839,"CC-90_UL_1"
-1.66634561907836,1.04926903000667,"CC-90_UL_1"
-1.67028627410725,1.04638870782496,"CC-90_UL_1"
-1.67028627410725,1.04350838564324,"CC-90_UL_1"
-1.67422692913615,1.04062806346152,"CC-90_UL_1"
-1.67422692913615,1.03774774127981,"CC-90_UL_1"
-1.67816758416505,1.03486741909809,"CC-90_UL_1"
-1.67816758416505,1.03198709691638,"CC-90_UL_1"
-1.68210823919395,1.02910677473466,"CC-90_UL_1"
-1.68210823919395,1.02622645255295,"CC-90_UL_1"
-1.68604889422284,1.02334613037123,"CC-90_UL_1"
-1.68604889422284,1.02046580818951,"CC-90_UL_1"
-1.68998954925174,1.0175854860078,"CC-90_UL_1"
-1.68998954925174,1.01470516382608,"CC-90_UL_1"
-1.69393020428064,1.01182484164437,"CC-90_UL_1"
-1.69393020428064,1.00894451946265,"CC-90_UL_1"
-1.69787085930954,1.00606419728094,"CC-90_UL_1"
-1.69787085930954,1.00318387509922,"CC-90_UL_1"
-1.69787085930954,1.0003035529175,"CC-90_UL_1"
-1.70181151433843,0.997423230735789,"CC-90_UL_1"
-1.70181151433843,0.994542908554073,"CC-90_UL_1"
-1.70575216936733,0.991662586372358,"CC-90_UL_1"
-1.70575216936733,0.988782264190642,"CC-90_UL_1"
-1.70575216936733,0.985901942008926,"CC-90_UL_1"
-1.70969282439623,0.98302161982721,"CC-90_UL_1"
-1.70969282439623,0.980141297645495,"CC-90_UL_1"
-1.70969282439623,0.977260975463779,"CC-90_UL_1"
-1.70969282439623,0.974380653282063,"CC-90_UL_1"
-1.70969282439623,0.971500331100348,"CC-90_UL_1"
-1.71363347942513,0.968620008918632,"CC-90_UL_1"
-1.71363347942513,0.965739686736916,"CC-90_UL_1"
-1.71363347942513,0.962859364555201,"CC-90_UL_1"
-1.71363347942513,0.959979042373485,"CC-90_UL_1"
-1.71363347942513,0.957098720191769,"CC-90_UL_1"
-1.71363347942513,0.954218398010053,"CC-90_UL_1"
-1.71363347942513,0.951338075828338,"CC-90_UL_1"
-1.71363347942513,0.948457753646622,"CC-90_UL_1"
-1.71363347942513,0.945577431464906,"CC-90_UL_1"
-1.71757413445402,0.942697109283191,"CC-90_UL_1"
-1.71757413445402,0.939816787101475,"CC-90_UL_1"
-1.71757413445402,0.936936464919759,"CC-90_UL_1"
-1.71757413445402,0.934056142738043,"CC-90_UL_1"
-1.71757413445402,0.931175820556328,"CC-90_UL_1"
-1.71757413445402,0.928295498374612,"CC-90_UL_1"
-1.71363347942513,0.925415176192896,"CC-90_UL_1"
-1.71363347942513,0.922534854011181,"CC-90_UL_1"
-1.71363347942513,0.919654531829465,"CC-90_UL_1"
-1.71363347942513,0.916774209647749,"CC-90_UL_1"
-1.70969282439623,0.913893887466034,"CC-90_UL_1"
-1.70575216936733,0.911013565284318,"CC-90_UL_1"
